accuracy,auc_roc,f1,model,precision,recall
0.604156957777985,0.6433302354726395,0.6036871746084564,logistic_regression,0.6040202191287389,0.6041569577779848
0.5800478454034237,0.6104665268816994,0.5782122943711161,random_forest,0.5801127896778502,0.5800478454034237
0.5845217013079815,0.6210358376000085,0.5841376337379482,gradient_boosting,0.5843149331900626,0.5845217013079815
